ID_Reservasi,Rute,Tanggal,Tipe_Reservasi,Nama,No_HP,Jumlah_Penumpang,Waktu_Penjemputan,Alamat_Jemput,Kendaraan,Harga,Airlines_Code,Airlines_Company,Departure_Airport,Arrival_Airport,Durasi,Alamat_Antar
KR-0754,SURABAYA-MALANG,10-02-2024,charter_harian,Gandi Wahyuni,08882765820,8,01:27,"Jl. Jalan Pacuan Kuda No. 59, SURABAYA",S-2,1000000,,,,,1.0,"Jl. Jalan H.J Maemunah No. 206, MALANG"
KR-0755,SURABAYA-MALANG,11-08-2024,charter_harian,Laras Adriansyah,08148835382,6,14:29,"Jl. Gg. Yos Sudarso No. 117, SURABAYA",H-2,1200000,,,,,8.0,"Jl. Gang Setiabudhi No. 5, MALANG"
KR-0756,JUANDA-MALANG,07-01-2025,charter_drop,Adikara Pratama,08351987466,4,12:21,"Jl. Gang Moch. Toha No. 46, JUANDA",H-2,445000,ID,Batik Air,Juanda International Airport,Malang International Airport,,
KR-0757,MALANG-JUANDA,27-10-2024,charter_drop,Hafshah Permadi,08516683343,5,02:33,"Jl. Gg. Cikutra Timur No. 93, MALANG",V-52,470000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0758,MALANG-JUANDA,25-07-2024,reguler,Wardaya Sihotang,08718127071,4,12:56,"Jl. Gang Wonoayu No. 218, MALANG",H-2,745000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0759,JUANDA-MALANG,08-06-2025,reguler,Jaya Iswahyudi,08831362603,6,09:28,"Jl. Jl. Kapten Muslihat No. 41, JUANDA",Z-1,1155000,AK,AirAsia,Juanda International Airport,Malang International Airport,,
KR-0760,SURABAYA-MALANG,05-03-2024,charter_harian,"KH. Eman Riyanti, S.Pd",08845279849,6,03:02,"Jl. Jalan Lembong No. 100, SURABAYA",H-2,1200000,,,,,9.0,"Jl. Gang Pasteur No. 161, MALANG"
KR-0761,MALANG-SURABAYA,28-08-2024,charter_harian,"Balamantri Dongoran, S.Pt",08806298135,9,05:44,"Jl. Gg. Yos Sudarso No. 147, MALANG",Z-1,650000,,,,,9.0,"Jl. Jl. S. Parman No. 66, SURABAYA"
KR-0762,MALANG-JUANDA,27-01-2025,charter_drop,Najib Usamah,08570794104,7,23:37,"Jl. Jl. Sadang Serang No. 152, MALANG",H-2,670000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0763,MALANG-JUANDA,21-02-2025,reguler,Tgk. Asmianto Padmasari,08475341701,6,18:42,"Jl. Jalan Astana Anyar No. 129, MALANG",R-1,1205000,ID,Batik Air,Malang International Airport,Juanda International Airport,,
KR-0764,SURABAYA-MALANG,21-10-2025,charter_harian,Kusuma Sinaga,08647630956,2,08:17,"Jl. Jalan Gardujati No. 142, SURABAYA",V-50,1200000,,,,,2.0,"Jl. Gg. Cihampelas No. 129, MALANG"
KR-0765,MALANG-SURABAYA,23-03-2025,charter_harian,"dr. Zelda Aryani, S.I.Kom",08004564056,7,05:33,"Jl. Gang Abdul Muis No. 295, MALANG",V-52,650000,,,,,5.0,"Jl. Jalan Soekarno Hatta No. 31, SURABAYA"
KR-0766,JUANDA-MALANG,20-06-2024,charter_drop,Dt. Darmana Simbolon,08604097423,2,23:02,"Jl. Jl. Ir. H. Djuanda No. 160, JUANDA",H-2,545000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
KR-0767,SURABAYA-MALANG,14-10-2024,charter_harian,"drg. Eka Kurniawan, M.Ak",08344927681,1,16:35,"Jl. Gg. Cihampelas No. 235, SURABAYA",H-2,1200000,,,,,6.0,"Jl. Jalan Tebet Barat Dalam No. 183, MALANG"
KR-0768,SURABAYA-MALANG,19-05-2025,charter_harian,Umi Gunarto,08181251365,4,19:56,"Jl. Jl. Cihampelas No. 205, SURABAYA",H-2,1550000,,,,,4.0,"Jl. Gg. W.R. Supratman No. 295, MALANG"
KR-0769,MALANG-SURABAYA,14-08-2024,charter_harian,"Bambang Hutasoit, S.Ked",08925704201,5,16:59,"Jl. Gg. Moch. Toha No. 219, MALANG",H-2,1000000,,,,,8.0,"Jl. Gang Suniaraja No. 162, SURABAYA"
KR-0770,SURABAYA-MALANG,06-11-2025,charter_harian,Warsa Suryono,08497705048,1,06:59,"Jl. Gg. Moch. Toha No. 112, SURABAYA",S-2,1200000,,,,,5.0,"Jl. Gg. Indragiri No. 139, MALANG"
KR-0771,MALANG-JUANDA,04-04-2024,reguler,R.M. Jati Safitri,08620358819,4,11:12,"Jl. Jalan Rajawali Timur No. 141, MALANG",H-2,745000,ID,Batik Air,Malang International Airport,Juanda International Airport,,
KR-0772,SURABAYA-MALANG,31-01-2024,charter_harian,"Dt. Asmianto Mardhiyah, S.I.Kom",08423296340,1,20:19,"Jl. Gang Kutai No. 139, SURABAYA",H-2,1900000,,,,,10.0,"Jl. Gang Kapten Muslihat No. 249, MALANG"
KR-0773,MALANG-JUANDA,29-07-2025,charter_drop,Hj. Unjani Marpaung,08719389717,2,02:08,"Jl. Jalan Rajawali Timur No. 291, MALANG",Z-1,395000,ID,Batik Air,Malang International Airport,Juanda International Airport,,
KR-0774,JUANDA-MALANG,01-07-2025,charter_drop,Hendri Santoso,08146568824,8,20:05,"Jl. Jalan Otto Iskandardinata No. 47, JUANDA",Z-1,645000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0775,MALANG-SURABAYA,14-03-2024,charter_harian,Ibun Suartini,08357556285,5,23:22,"Jl. Gg. Gegerkalong Hilir No. 190, MALANG",Z-1,1950000,,,,,2.0,"Jl. Gg. Suniaraja No. 143, SURABAYA"
KR-0776,MALANG-JUANDA,14-05-2025,reguler,Puji Nasyiah,08070705878,6,12:30,"Jl. Gang Pasteur No. 128, MALANG",H-2,1155000,SJ,Sriwijaya Air,Malang International Airport,Juanda International Airport,,
KR-0777,JUANDA-MALANG,25-05-2025,reguler,Belinda Hutapea,08831992158,3,00:18,"Jl. Jalan Surapati No. 251, JUANDA",X-2,540000,JT,Lion Air,Juanda International Airport,Malang International Airport,,
KR-0778,SURABAYA-MALANG,02-07-2024,charter_harian,"Almira Mayasari, S.Farm",08599131026,4,23:44,"Jl. Gang Surapati No. 100, SURABAYA",V-51,1650000,,,,,5.0,"Jl. Gg. Monginsidi No. 88, MALANG"
KR-0779,MALANG-JUANDA,08-04-2024,charter_drop,Drs. Gadang Sihombing,08113033794,5,08:16,"Jl. Gang Ir. H. Djuanda No. 262, MALANG",Z-1,470000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0780,MALANG-JUANDA,26-03-2024,reguler,Dr. Jasmani Wasita,08371549062,8,05:30,"Jl. Jalan Pasirkoja No. 132, MALANG",Z-1,1565000,ID,Batik Air,Malang International Airport,Juanda International Airport,,
KR-0781,MALANG-JUANDA,12-12-2025,charter_drop,"Hani Nasyiah, S.Gz",08321673742,2,06:43,"Jl. Jalan Tubagus Ismail No. 64, MALANG",H-2,395000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0782,MALANG-SURABAYA,31-10-2024,charter_harian,"Drajat Hutasoit, S.Pd",08099326411,7,02:19,"Jl. Jl. Ahmad Dahlan No. 70, MALANG",V-51,1500000,,,,,10.0,"Jl. Gg. R.E Martadinata No. 5, SURABAYA"
KR-0783,JUANDA-MALANG,14-11-2025,charter_drop,Zulfa Waskita,08472399670,10,08:28,"Jl. Jalan Stasiun Wonokromo No. 215, JUANDA",V-52,595000,GA,Garuda Indonesia,Juanda International Airport,Malang International Airport,,
KR-0784,JUANDA-MALANG,22-04-2025,reguler,Kania Uyainah,08235559525,10,06:13,"Jl. Gang Setiabudhi No. 189, JUANDA",H-2,1975000,GA,Garuda Indonesia,Juanda International Airport,Malang International Airport,,
KR-0785,MALANG-JUANDA,10-09-2024,reguler,Dt. Lamar Uwais,08683707839,4,03:57,"Jl. Jl. Dipenogoro No. 276, MALANG",X-2,745000,AK,AirAsia,Malang International Airport,Juanda International Airport,,
KR-0786,MALANG-SURABAYA,30-07-2024,charter_harian,Dono Lazuardi,08008321433,3,15:27,"Jl. Gg. Ciumbuleuit No. 224, MALANG",Z-1,650000,,,,,8.0,"Jl. Jl. Rajawali Barat No. 224, SURABAYA"
KR-0787,MALANG-JUANDA,23-05-2024,charter_drop,"Gading Nasyidah, S.T.",08151055666,10,06:42,"Jl. Gang Cihampelas No. 224, MALANG",X-2,595000,QG,Citilink,Malang International Airport,Juanda International Airport,,
KR-0788,SURABAYA-MALANG,03-09-2025,charter_harian,Aditya Yulianti,08935551622,3,07:39,"Jl. Gg. Kiaracondong No. 55, SURABAYA",Z-1,1200000,,,,,2.0,"Jl. Jl. Kebonjati No. 212, MALANG"
KR-0789,MALANG-SURABAYA,13-04-2025,charter_harian,Hj. Juli Zulkarnain,08981955111,4,00:13,"Jl. Jalan Otto Iskandardinata No. 98, MALANG",R-1,1800000,,,,,7.0,"Jl. Jl. Sadang Serang No. 50, SURABAYA"
KR-0790,JUANDA-MALANG,27-06-2024,reguler,"Zulaikha Prastuti, S.I.Kom",08336476752,9,03:07,"Jl. Jl. Kendalsari No. 111, JUANDA",Z-1,1770000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0791,SURABAYA-MALANG,11-04-2024,charter_harian,"R.M. Martaka Maryati, S.Pt",08490554276,7,12:35,"Jl. Gg. Jend. A. Yani No. 191, SURABAYA",H-2,650000,,,,,3.0,"Jl. Gang Pelajar Pejuang No. 217, MALANG"
KR-0792,MALANG-SURABAYA,14-12-2025,charter_harian,Jamal Saefullah,08782376318,9,03:52,"Jl. Jalan Cikutra Timur No. 164, MALANG",H-2,1800000,,,,,9.0,"Jl. Jl. Abdul Muis No. 171, SURABAYA"
KR-0793,MALANG-SURABAYA,25-02-2024,charter_harian,Hesti Sirait,08472904659,10,19:23,"Jl. Gg. Sukajadi No. 262, MALANG",Z-1,1250000,,,,,9.0,"Jl. Jalan Ciwastra No. 282, SURABAYA"
KR-0794,MALANG-JUANDA,20-11-2024,reguler,"Vicky Wahyudin, M.M.",08570581758,5,10:48,"Jl. Gang Otto Iskandardinata No. 93, MALANG",V-50,950000,OD,Batik Air Malaysia/Malindo,Malang International Airport,Juanda International Airport,,
KR-0795,JUANDA-MALANG,08-12-2024,reguler,"Dr. Martaka Mahendra, S.Pt",08170863688,10,02:31,"Jl. Gg. Siliwangi No. 204, JUANDA",Z-1,1975000,SJ,Sriwijaya Air,Juanda International Airport,Malang International Airport,,
KR-0796,JUANDA-MALANG,27-11-2024,reguler,Opung Mandala,08920992459,7,00:08,"Jl. Gang Ahmad Yani No. 297, JUANDA",H-2,1360000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
KR-0797,MALANG-JUANDA,23-01-2025,reguler,"Diah Wijaya, S.Gz",08317593741,5,11:03,"Jl. Jalan Surapati No. 6, MALANG",X-2,950000,ID,Batik Air,Malang International Airport,Juanda International Airport,,
KR-0798,MALANG-SURABAYA,18-07-2025,charter_harian,Damar Simanjuntak,08282484281,7,05:43,"Jl. Jl. Jamika No. 30, MALANG",V-51,1800000,,,,,5.0,"Jl. Gg. Otto Iskandardinata No. 267, SURABAYA"
KR-0799,MALANG-JUANDA,15-11-2024,reguler,Hendri Wacana,08692828837,7,06:21,"Jl. Gg. Raya Ujungberung No. 86, MALANG",Z-1,1360000,OD,Batik Air Malaysia/Malindo,Malang International Airport,Juanda International Airport,,
KR-0800,MALANG-SURABAYA,05-02-2025,charter_harian,"Drs. Farah Nababan, S.E.I",08121665161,5,22:28,"Jl. Gg. Pasir Koja No. 220, MALANG",H-2,1350000,,,,,9.0,"Jl. Gg. Moch. Ramdan No. 155, SURABAYA"
KR-0801,MALANG-JUANDA,08-03-2024,reguler,Tari Gunawan,08295290587,2,20:50,"Jl. Jalan S. Parman No. 92, MALANG",Z-1,460000,SJ,Sriwijaya Air,Malang International Airport,Juanda International Airport,,
KR-0802,MALANG-SURABAYA,26-06-2025,charter_harian,Dewi Kuswandari,08769033947,4,20:33,"Jl. Jl. Kapten Muslihat No. 2, MALANG",H-2,750000,,,,,7.0,"Jl. Jl. Siliwangi No. 98, SURABAYA"
KR-0803,SURABAYA-MALANG,10-09-2024,charter_harian,Koko Prasetya,08336432603,4,05:44,"Jl. Gg. Stasiun Wonokromo No. 34, SURABAYA",H-2,1800000,,,,,8.0,"Jl. Jl. Laswi No. 297, MALANG"
KR-0804,JUANDA-MALANG,28-08-2025,charter_drop,"R.A. Puspa Dongoran, M.Kom.",08004636899,5,14:02,"Jl. Jl. Moch. Ramdan No. 22, JUANDA",H-2,470000,SJ,Sriwijaya Air,Juanda International Airport,Malang International Airport,,
KR-0805,MALANG-JUANDA,17-06-2024,charter_drop,R. Silvia Nababan,08488836810,1,15:27,"Jl. Gg. Otto Iskandardinata No. 211, MALANG",R-1,395000,AK,AirAsia,Malang International Airport,Juanda International Airport,,
KR-0806,SURABAYA-MALANG,28-06-2024,charter_harian,"Ir. Abyasa Kuswandari, S.Pt",08439177813,3,02:39,"Jl. Jl. Tebet Barat Dalam No. 122, SURABAYA",Z-1,1000000,,,,,5.0,"Jl. Jalan Jamika No. 77, MALANG"
KR-0807,SURABAYA-MALANG,27-10-2024,charter_harian,"T. Bakiadi Saefullah, S.Pd",08858588549,1,13:44,"Jl. Gang Suniaraja No. 211, SURABAYA",H-2,650000,,,,,4.0,"Jl. Jl. Stasiun Wonokromo No. 144, MALANG"
KR-0808,JUANDA-MALANG,06-10-2025,charter_drop,Ajeng Wahyuni,08927070901,4,12:42,"Jl. Gang Gegerkalong Hilir No. 105, JUANDA",V-50,445000,QZ,AirAsia Indonesia,Juanda International Airport,Malang International Airport,,
KR-0809,MALANG-JUANDA,05-05-2024,reguler,Yulia Nababan,08598446790,6,23:33,"Jl. Jalan Rungkut Industri No. 35, MALANG",Z-1,1305000,ID,Batik Air,Malang International Airport,Juanda International Airport,,
KR-0810,JUANDA-MALANG,09-03-2025,reguler,Opan Budiman,08282927774,3,03:43,"Jl. Jl. Siliwangi No. 1, JUANDA",S-2,540000,JT,Lion Air,Juanda International Airport,Malang International Airport,,
KR-0811,JUANDA-MALANG,24-12-2025,reguler,Ikhsan Laksmiwati,08955118720,8,17:41,"Jl. Jalan H.J Maemunah No. 44, JUANDA",H-2,1565000,SJ,Sriwijaya Air,Juanda International Airport,Malang International Airport,,
KR-0812,JUANDA-MALANG,05-05-2025,reguler,"Sutan Cawuk Wacana, S.Kom",08289955171,3,01:30,"Jl. Jalan Ahmad Dahlan No. 274, JUANDA",H-2,540000,GA,Garuda Indonesia,Juanda International Airport,Malang International Airport,,
KR-0813,SURABAYA-MALANG,01-11-2024,charter_harian,Anggabaya Anggraini,08274498294,3,22:10,"Jl. Jl. K.H. Wahid Hasyim No. 108, SURABAYA",Z-1,800000,,,,,7.0,"Jl. Gang Veteran No. 205, MALANG"
KR-0814,MALANG-JUANDA,03-11-2024,reguler,Digdaya Handayani,08529323893,3,12:25,"Jl. Gang HOS. Cokroaminoto No. 67, MALANG",Z-1,540000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0815,MALANG-SURABAYA,07-02-2025,charter_harian,"drg. Vera Nainggolan, S.I.Kom",08693927517,2,19:19,"Jl. Jalan KH Amin Jasuta No. 210, MALANG",H-2,1550000,,,,,9.0,"Jl. Jalan Wonoayu No. 24, SURABAYA"
KR-0816,MALANG-SURABAYA,25-11-2024,charter_harian,Cut Gasti Rahmawati,08459708652,8,00:21,"Jl. Gg. Veteran No. 209, MALANG",R-1,1800000,,,,,6.0,"Jl. Jl. M.H Thamrin No. 183, SURABAYA"
KR-0817,JUANDA-MALANG,06-11-2024,reguler,Elma Dabukke,08203160036,4,12:32,"Jl. Jalan HOS. Cokroaminoto No. 101, JUANDA",V-52,745000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
KR-0818,MALANG-SURABAYA,25-02-2025,charter_harian,"Kasiyah Megantara, M.Kom.",08547231491,1,03:17,"Jl. Gang Suniaraja No. 238, MALANG",H-2,1000000,,,,,2.0,"Jl. Gang Ciwastra No. 245, SURABAYA"
KR-0819,SURABAYA-MALANG,17-01-2025,charter_harian,"Septi Andriani, S.Kom",08622985182,10,03:16,"Jl. Jl. Jend. A. Yani No. 183, SURABAYA",H-2,650000,,,,,6.0,"Jl. Jalan Kebonjati No. 151, MALANG"
KR-0820,MALANG-SURABAYA,26-08-2024,charter_harian,Ika Sitorus,08887767651,6,13:33,"Jl. Jalan Pasteur No. 193, MALANG",H-2,1800000,,,,,9.0,"Jl. Gang Kendalsari No. 115, SURABAYA"
KR-0821,MALANG-JUANDA,05-10-2025,charter_drop,Ivan Tarihoran,08107605587,3,19:40,"Jl. Jalan Antapani Lama No. 186, MALANG",V-50,470000,SJ,Sriwijaya Air,Malang International Airport,Juanda International Airport,,
KR-0822,SURABAYA-MALANG,16-09-2024,charter_harian,"Tugiman Habibi, S.Gz",08726519941,2,20:17,"Jl. Jalan Surapati No. 205, SURABAYA",Z-1,750000,,,,,3.0,"Jl. Jalan Medokan Ayu No. 239, MALANG"
KR-0823,SURABAYA-MALANG,11-06-2024,charter_harian,Kamaria Padmasari,08869089192,4,08:56,"Jl. Jl. Kebonjati No. 125, SURABAYA",R-1,1800000,,,,,10.0,"Jl. Jl. Suryakencana No. 21, MALANG"
KR-0824,MALANG-SURABAYA,01-06-2024,charter_harian,"Puti Amalia Wijayanti, S.Sos",08449519489,2,19:02,"Jl. Gang Stasiun Wonokromo No. 131, MALANG",Z-1,700000,,,,,6.0,"Jl. Jl. PHH. Mustofa No. 228, SURABAYA"
KR-0825,MALANG-JUANDA,10-08-2025,reguler,Dr. Tira Hardiansyah,08982839424,2,13:32,"Jl. Jalan Merdeka No. 16, MALANG",H-2,360000,QG,Citilink,Malang International Airport,Juanda International Airport,,
KR-0826,MALANG-SURABAYA,14-03-2025,charter_harian,"Cut Kasiyah Hutagalung, S.IP",08236059594,10,18:50,"Jl. Gg. Bangka Raya No. 127, MALANG",H-2,1050000,,,,,1.0,"Jl. Jalan Jend. Sudirman No. 203, SURABAYA"
KR-0827,JUANDA-MALANG,05-10-2024,reguler,Restu Simbolon,08643487786,10,10:33,"Jl. Jalan Pasteur No. 116, JUANDA",V-52,1975000,ID,Batik Air,Juanda International Airport,Malang International Airport,,
KR-0828,SURABAYA-MALANG,21-06-2025,charter_harian,Lurhur Budiyanto,08447574041,4,12:04,"Jl. Jl. Kebonjati No. 4, SURABAYA",Z-1,1200000,,,,,1.0,"Jl. Gg. Indragiri No. 89, MALANG"
KR-0829,JUANDA-MALANG,19-04-2025,reguler,Aditya Zulkarnain,08941032480,6,14:41,"Jl. Gang Raya Setiabudhi No. 299, JUANDA",H-2,1155000,AK,AirAsia,Juanda International Airport,Malang International Airport,,
KR-0830,JUANDA-MALANG,22-06-2024,charter_drop,Septi Rahmawati,08278228028,2,21:59,"Jl. Gg. Jend. Sudirman No. 138, JUANDA",S-2,495000,AK,AirAsia,Juanda International Airport,Malang International Airport,,
KR-0831,MALANG-JUANDA,09-12-2024,charter_drop,KH. Opan Sihombing,08295036272,4,17:57,"Jl. Jl. Setiabudhi No. 291, MALANG",X-2,445000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0832,JUANDA-MALANG,30-07-2024,charter_drop,Yono Simbolon,08045420256,8,00:45,"Jl. Jalan Wonoayu No. 256, JUANDA",Z-1,545000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0833,JUANDA-MALANG,24-06-2025,reguler,Chandra Putra,08149612022,5,10:20,"Jl. Jalan Sukabumi No. 211, JUANDA",H-2,950000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0834,MALANG-SURABAYA,15-07-2025,charter_harian,Rudi Gunarto,08105945324,4,03:12,"Jl. Gang Cikutra Barat No. 245, MALANG",Z-1,1200000,,,,,6.0,"Jl. Gang Raya Setiabudhi No. 244, SURABAYA"
KR-0835,MALANG-SURABAYA,19-05-2024,charter_harian,Karen Wulandari,08815373473,1,06:51,"Jl. Jl. Jamika No. 274, MALANG",V-52,1200000,,,,,9.0,"Jl. Jl. Siliwangi No. 68, SURABAYA"
KR-0836,SURABAYA-MALANG,14-12-2025,charter_harian,"Hardi Haryanti, S.Ked",08212253179,1,03:14,"Jl. Gang Peta No. 22, SURABAYA",H-2,1200000,,,,,8.0,"Jl. Gg. Cikutra Timur No. 64, MALANG"
KR-0837,SURABAYA-MALANG,27-03-2025,charter_harian,Lalita Thamrin,08611299055,1,10:10,"Jl. Jalan Rajiman No. 119, SURABAYA",Z-1,1200000,,,,,5.0,"Jl. Gang Moch. Ramdan No. 226, MALANG"
KR-0838,MALANG-JUANDA,13-04-2024,reguler,"Murti Kusumo, M.Farm",08388797717,8,16:18,"Jl. Jalan Astana Anyar No. 43, MALANG",R-1,1565000,ID,Batik Air,Malang International Airport,Juanda International Airport,,
KR-0839,JUANDA-MALANG,21-04-2025,charter_drop,"Tania Laksmiwati, S.Farm",08786856180,8,21:43,"Jl. Jalan Erlangga No. 95, JUANDA",H-2,645000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0840,MALANG-JUANDA,02-01-2024,charter_drop,"R. Widya Hutagalung, S.Pd",08811578232,1,20:23,"Jl. Gg. Raya Setiabudhi No. 259, MALANG",X-2,495000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0841,JUANDA-MALANG,13-06-2025,charter_drop,Wardaya Mustofa,08657429607,2,06:24,"Jl. Gang Pasir Koja No. 153, JUANDA",S-2,395000,SJ,Sriwijaya Air,Juanda International Airport,Malang International Airport,,
KR-0842,MALANG-SURABAYA,23-08-2025,charter_harian,Ade Pertiwi,08449873389,7,13:22,"Jl. Jalan Bangka Raya No. 274, MALANG",V-52,1800000,,,,,3.0,"Jl. Gg. Erlangga No. 256, SURABAYA"
KR-0843,MALANG-SURABAYA,08-06-2025,charter_harian,"dr. Putri Nasyiah, S.Sos",08393577274,1,12:43,"Jl. Jl. Pacuan Kuda No. 34, MALANG",H-2,1000000,,,,,8.0,"Jl. Jalan Gedebage Selatan No. 288, SURABAYA"
KR-0844,SURABAYA-MALANG,09-07-2024,charter_harian,Karimah Tarihoran,08767027149,9,02:06,"Jl. Gg. M.H Thamrin No. 198, SURABAYA",X-2,650000,,,,,5.0,"Jl. Gg. Sadang Serang No. 79, MALANG"
KR-0845,MALANG-SURABAYA,14-04-2024,charter_harian,Olivia Wahyudin,08705126093,9,01:34,"Jl. Jalan Medokan Ayu No. 95, MALANG",H-2,1000000,,,,,2.0,"Jl. Gang Ahmad Dahlan No. 228, SURABAYA"
KR-0846,MALANG-JUANDA,11-08-2025,charter_drop,Dewi Maryadi,08128377163,5,20:58,"Jl. Jl. Rumah Sakit No. 137, MALANG",Z-1,570000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0847,MALANG-JUANDA,01-03-2024,reguler,Maimunah Mandasari,08439247485,8,10:37,"Jl. Gang Ir. H. Djuanda No. 298, MALANG",V-52,1565000,SJ,Sriwijaya Air,Malang International Airport,Juanda International Airport,,
KR-0848,MALANG-JUANDA,31-07-2025,charter_drop,Upik Manullang,08948936021,8,21:39,"Jl. Gg. Ir. H. Djuanda No. 27, MALANG",R-1,645000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0849,MALANG-SURABAYA,09-12-2025,charter_harian,"Ir. Belinda Yuniar, S.Farm",08987750326,4,05:34,"Jl. Gg. Rumah Sakit No. 130, MALANG",H-2,1800000,,,,,8.0,"Jl. Gg. Kutisari Selatan No. 21, SURABAYA"
KR-0850,SURABAYA-MALANG,12-10-2024,charter_harian,"dr. Timbul Suartini, S.IP",08026468780,6,06:12,"Jl. Jalan Medokan Ayu No. 45, SURABAYA",S-2,1500000,,,,,1.0,"Jl. Gang Jend. Sudirman No. 182, MALANG"
KR-0851,MALANG-JUANDA,14-12-2025,reguler,Vino Maheswara,08594623942,2,01:32,"Jl. Gg. Asia Afrika No. 19, MALANG",Z-1,360000,SJ,Sriwijaya Air,Malang International Airport,Juanda International Airport,,
KR-0852,SURABAYA-MALANG,11-05-2024,charter_harian,Melinda Nugroho,08092487221,7,17:29,"Jl. Jalan Pelajar Pejuang No. 55, SURABAYA",Z-1,650000,,,,,6.0,"Jl. Gang Joyoboyo No. 33, MALANG"
KR-0853,SURABAYA-MALANG,03-02-2024,charter_harian,Bagus Padmasari,08341984429,6,21:36,"Jl. Jalan Dipenogoro No. 115, SURABAYA",H-2,1600000,,,,,5.0,"Jl. Gang Veteran No. 223, MALANG"
KR-0854,MALANG-SURABAYA,30-05-2025,charter_harian,Ellis Nugroho,08098587459,6,20:59,"Jl. Jalan Jakarta No. 226, MALANG",X-2,1600000,,,,,2.0,"Jl. Jalan Raya Setiabudhi No. 238, SURABAYA"
KR-0855,JUANDA-MALANG,20-01-2025,charter_drop,Olga Utama,08652156193,9,11:04,"Jl. Jl. Pacuan Kuda No. 131, JUANDA",V-52,570000,ID,Batik Air,Juanda International Airport,Malang International Airport,,
KR-0856,MALANG-SURABAYA,13-08-2025,charter_harian,Fitriani Tampubolon,08547795902,1,05:19,"Jl. Gang Cikutra Timur No. 180, MALANG",V-51,1200000,,,,,6.0,"Jl. Gg. Rajawali Timur No. 121, SURABAYA"
KR-0857,JUANDA-MALANG,13-01-2025,reguler,Karman Laksita,08667122911,10,04:13,"Jl. Gang Kendalsari No. 149, JUANDA",Z-1,1975000,ID,Batik Air,Juanda International Airport,Malang International Airport,,
KR-0858,SURABAYA-MALANG,29-10-2025,charter_harian,Cici Wulandari,08872045668,8,05:36,"Jl. Jalan Moch. Toha No. 31, SURABAYA",H-2,1200000,,,,,5.0,"Jl. Gg. Stasiun Wonokromo No. 228, MALANG"
KR-0859,MALANG-SURABAYA,06-05-2024,charter_harian,Mala Melani,08931079267,5,14:41,"Jl. Gg. Dipenogoro No. 248, MALANG",Z-1,1200000,,,,,1.0,"Jl. Jalan Pasirkoja No. 173, SURABAYA"
KR-0860,JUANDA-MALANG,14-11-2025,reguler,"Ega Yuniar, S.Pd",08860254077,2,11:09,"Jl. Gg. Astana Anyar No. 290, JUANDA",Z-1,360000,AK,AirAsia,Juanda International Airport,Malang International Airport,,
KR-0861,MALANG-JUANDA,10-04-2024,charter_drop,Dt. Cakrawala Marbun,08859291449,4,16:16,"Jl. Jalan Setiabudhi No. 39, MALANG",H-2,445000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0862,SURABAYA-MALANG,08-07-2025,charter_harian,"Devi Yuliarti, S.H.",08899746592,6,23:26,"Jl. Gg. Pasteur No. 103, SURABAYA",S-2,1350000,,,,,9.0,"Jl. Jl. Dipatiukur No. 274, MALANG"
KR-0863,MALANG-JUANDA,19-02-2024,charter_drop,Hari Winarsih,08363457644,1,15:28,"Jl. Gang Rungkut Industri No. 125, MALANG",Z-1,395000,OD,Batik Air Malaysia/Malindo,Malang International Airport,Juanda International Airport,,
KR-0864,JUANDA-MALANG,07-11-2024,reguler,Dinda Astuti,08896305185,3,16:02,"Jl. Jl. Waringin No. 117, JUANDA",X-2,540000,GA,Garuda Indonesia,Juanda International Airport,Malang International Airport,,
KR-0865,JUANDA-MALANG,29-05-2025,reguler,Nilam Puspasari,08589621508,9,05:56,"Jl. Gg. Jamika No. 63, JUANDA",V-52,1770000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0866,MALANG-JUANDA,02-09-2025,charter_drop,"Kajen Novitasari, S.Sos",08505049943,6,01:23,"Jl. Jalan Dipatiukur No. 64, MALANG",S-2,495000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
